_id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
68340eb480d3588bea314227,15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0
68340eb480d3588bea31422d,15698932,Groves,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0
68340eb480d3588bea314230,15713483,Greeves,793,Spain,Male,52,2,0,1,1,0,159123.82,1
68340eb480d3588bea314235,15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,1,0,74836.34,0
68340eb480d3588bea314237,15650237,Morgan,754,Spain,Female,32,7,0,2,1,0,89520.75,0
68340eb480d3588bea314239,15811589,Metcalfe,716,Spain,Male,42,8,0,2,1,0,180800.42,0
68340eb480d3588bea31423c,15679145,Chou,706,Spain,Male,57,7,0,1,1,0,17941.16,1
68340eb480d3588bea31423d,15655007,Li,758,France,Female,33,7,0,2,0,0,82996.47,0
68340eb480d3588bea314241,15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0
68340eb480d3588bea314243,15630910,Treacy,800,France,Female,49,7,108007.36,1,0,0,47125.11,0
68340eb480d3588bea314244,15680772,Hu,721,Spain,Female,36,2,0,2,1,1,106977.8,0
68340eb480d3588bea314247,15724623,Taubman,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1
68340eb480d3588bea314254,15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1
68340eb480d3588bea314255,15716334,Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0
68340eb480d3588bea314257,15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0
68340eb480d3588bea314259,15719377,Cocci,804,France,Female,50,4,0,1,1,1,8546.87,1
68340eb480d3588bea31425b,15771977,T'ao,730,France,Female,39,1,99010.67,1,1,0,194945.8,0
68340eb480d3588bea31425f,15726931,Onwumelu,715,France,Female,41,8,56214.85,2,0,0,92982.61,1
68340eb480d3588bea314264,15594815,Aleshire,807,France,Male,35,3,174790.15,1,1,1,600.36,0
68340eb480d3588bea314266,15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0
68340eb480d3588bea314269,15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0
68340eb480d3588bea31426a,15622911,Jude,759,France,Male,42,4,105420.18,1,0,1,121409.06,0
68340eb480d3588bea31426c,15727868,Onuora,711,France,Female,38,2,129022.06,2,1,1,14374.86,1
68340eb480d3588bea31427a,15786308,Millar,730,Spain,Female,33,9,0,2,0,0,176576.62,0
68340eb480d3588bea31427b,15659366,Shih,807,France,Male,43,1,105799.32,2,1,0,34888.04,1
68340eb480d3588bea31427d,15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,0
68340eb480d3588bea314280,15733247,Stevenson,850,France,Male,33,10,0,1,1,0,4861.72,1
68340eb480d3588bea314285,15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1
68340eb480d3588bea31428a,15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0
68340eb480d3588bea31428c,15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1
68340eb480d3588bea31428d,15711540,Pacheco,712,France,Female,29,2,0,1,1,1,144375,0
68340eb480d3588bea314290,15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0
68340eb480d3588bea314292,15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0
68340eb480d3588bea314293,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0
68340eb480d3588bea314297,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414,0
68340eb480d3588bea31429a,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1
68340eb480d3588bea31429b,15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0
68340eb480d3588bea3142a0,15765297,Yao,766,Spain,Male,41,0,0,2,0,1,34283.23,0
68340eb480d3588bea3142a1,15636684,Kirkland,727,France,Male,34,10,0,2,1,1,198637.34,0
68340eb480d3588bea3142a4,15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0
68340eb480d3588bea3142a5,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0
68340eb480d3588bea3142a6,15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0
68340eb480d3588bea3142a9,15700696,Kang,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0
68340eb480d3588bea3142ae,15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0
68340eb480d3588bea3142b0,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1
68340eb480d3588bea3142b1,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0
68340eb480d3588bea3142b2,15725166,Newton,707,France,Male,30,8,0,2,1,0,33159.37,0
68340eb480d3588bea3142b3,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0
68340eb480d3588bea3142b4,15758685,Dubinina,706,Spain,Female,37,7,0,2,1,1,110899.3,0
68340eb480d3588bea3142b5,15694456,Toscani,756,France,Male,62,3,0,1,1,1,11199.04,1
68340eb480d3588bea3142b6,15767339,Chiazagomekpere,777,France,Female,53,10,0,2,1,0,189992.97,0
68340eb480d3588bea3142b8,15782210,K'ung,714,France,Male,46,1,0,1,1,0,152167.79,1
68340eb480d3588bea3142b9,15668893,Wilsmore,782,France,Male,39,8,0,2,1,1,33949.67,0
68340eb480d3588bea3142ba,15669169,Hargreaves,775,Spain,Male,29,10,0,2,1,1,68143.93,0
68340eb480d3588bea3142bc,15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0
68340eb480d3588bea3142bd,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0
68340eb480d3588bea3142c1,15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0
68340eb480d3588bea3142c3,15652266,Chidiebele,703,Germany,Male,42,9,63227,1,0,1,137316.32,0
68340eb480d3588bea3142c4,15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0
68340eb480d3588bea3142c6,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1
68340eb480d3588bea3142c8,15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0
68340eb480d3588bea3142c9,15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0
68340eb480d3588bea3142d0,15624188,Chiu,712,France,Female,33,6,0,2,1,1,190686.16,0
68340eb480d3588bea3142d3,15594898,Hewitt,731,France,Male,43,2,0,1,1,1,170034.95,1
68340eb480d3588bea3142d8,15702919,Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0
68340eb480d3588bea3142da,15797960,Skinner,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0
68340eb480d3588bea3142db,15631868,Robertson,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0
68340eb480d3588bea3142de,15666252,Ritchie,706,Spain,Male,42,9,0,2,1,1,28714.34,0
68340eb480d3588bea3142e3,15694408,Lung,749,France,Male,40,1,139290.41,1,1,0,182855.42,1
68340eb480d3588bea3142e4,15585215,Yuan,763,France,Female,31,4,0,2,0,0,50404.72,0
68340eb480d3588bea3142e5,15682757,Pardey,734,France,Male,30,3,0,2,1,0,107640.25,0
68340eb480d3588bea3142e6,15736601,Tai,716,France,Male,35,4,144428.87,1,1,0,134132.65,0
68340eb480d3588bea3142f3,15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1
68340eb480d3588bea3142f4,15807923,Young,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1
68340eb480d3588bea3142f9,15785869,Pisano,718,France,Female,25,7,0,2,1,0,30380.12,0
68340eb480d3588bea3142fa,15763859,Brown,840,France,Female,43,7,0,2,1,0,90908.95,0
68340eb480d3588bea314300,15593365,Shih,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0
68340eb480d3588bea314305,15611759,Simmons,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0
68340eb480d3588bea314307,15633950,Yen,737,France,Male,41,1,101960.74,1,1,1,123547.28,0
68340eb480d3588bea314309,15803716,West,706,Spain,Male,28,3,0,2,0,1,181543.67,0
68340eb480d3588bea314313,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0
68340eb480d3588bea314316,15688074,Gregory,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0
68340eb480d3588bea314317,15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0
68340eb480d3588bea314318,15758449,Angelo,769,France,Female,39,8,0,1,0,1,21016,0
68340eb480d3588bea314319,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1
68340eb480d3588bea314320,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0
68340eb480d3588bea314321,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0
68340eb480d3588bea314324,15776433,Greco,730,Spain,Male,62,2,0,2,1,1,186489.95,0
68340eb480d3588bea314325,15748936,Whitehead,709,Spain,Female,45,2,0,2,0,1,162922.65,0
68340eb480d3588bea314327,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0
68340eb480d3588bea314328,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0
68340eb480d3588bea31432f,15762218,Mills,701,France,Female,39,9,0,2,0,1,145894.9,0
68340eb480d3588bea314333,15781589,Carpenter,751,Spain,Male,52,8,0,2,0,1,179291.85,0
68340eb480d3588bea314336,15692761,Pratt,718,France,Male,36,9,0,1,1,0,45909.87,0
68340eb480d3588bea31433b,15566594,McKenzie,709,Spain,Male,23,10,0,2,0,0,129590.18,0
68340eb480d3588bea31433c,15760431,Pino,850,France,Male,38,1,0,2,1,1,80006.65,0
68340eb480d3588bea31433d,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0
68340eb480d3588bea31433f,15810432,Moseley,795,Spain,Male,35,8,0,2,1,0,167155.36,0
68340eb480d3588bea314345,15810418,T'ang,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1
68340eb480d3588bea31434c,15806964,Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,0
68340eb480d3588bea314350,15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0
68340eb480d3588bea314354,15581197,Ricci,762,France,Female,51,3,99286.98,1,0,1,85578.63,0
68340eb480d3588bea314357,15783501,Findlay,800,France,Female,38,2,168190.33,2,1,0,68052.08,0
68340eb480d3588bea31435a,15611088,Genovese,790,France,Female,31,9,0,2,1,0,84126.75,0
68340eb480d3588bea31435c,15732628,Ugoji,745,France,Male,46,2,122220.19,1,1,1,118024.1,0
68340eb480d3588bea31435e,15803406,Ross,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
68340eb480d3588bea31435f,15730460,Oleary,722,France,Male,37,2,0,1,0,0,120906.83,0
68340eb480d3588bea314362,15658169,Cook,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0
68340eb480d3588bea314364,15785798,Uchechukwu,850,France,Male,40,9,0,2,0,1,119232.33,0
68340eb480d3588bea314367,15726631,Hilton,758,France,Female,39,6,127357.76,1,0,1,56577,0
68340eb480d3588bea314369,15747960,Eluemuno,733,France,Male,33,3,0,1,1,1,7666.73,0
68340eb480d3588bea31436a,15634632,Titus,711,France,Male,38,3,0,2,1,0,68487.51,0
68340eb480d3588bea314371,15613786,Ogbonnaya,818,Spain,Male,26,4,0,2,1,1,167036.94,0
68340eb480d3588bea314373,15663252,Olisanugo,850,Spain,Female,32,9,0,2,1,1,18924.92,0
68340eb480d3588bea314374,15593782,Brookes,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1
68340eb480d3588bea314376,15749167,Fisk,753,France,Male,35,3,0,2,1,1,184843.77,0
68340eb480d3588bea314378,15683625,Hare,703,France,Male,37,1,149762.08,1,1,0,20629.4,1
68340eb480d3588bea314379,15635367,Muir,774,France,Male,26,2,93844.69,1,1,0,28415.36,0
68340eb480d3588bea31437a,15681705,Fanucci,785,France,Male,28,8,0,2,1,0,77231.27,0
68340eb480d3588bea314381,15695585,Atkins,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0
68340eb480d3588bea314383,15750658,Obiuto,798,France,Male,37,8,0,3,0,0,110783.28,0
68340eb480d3588bea314386,15637954,Lewis,730,France,Female,35,0,155470.55,1,1,1,53718.28,0
68340eb480d3588bea31438a,15807709,Kirby,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0
68340eb480d3588bea31438c,15699005,Martin,710,France,Female,41,2,156067.05,1,1,1,9983.88,0
68340eb480d3588bea314390,15804256,Hale,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0
68340eb480d3588bea314392,15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1,1,1,142838.64,0
68340eb480d3588bea314393,15591995,Barry,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0
68340eb480d3588bea314397,15714485,Udinese,774,France,Male,60,5,85891.55,1,1,0,74135.48,1
68340eb480d3588bea31439d,15773890,Okechukwu,733,France,Male,22,5,0,2,1,1,117202.19,0
68340eb480d3588bea3143a1,15782236,Gibbs,735,Spain,Male,34,5,0,2,0,0,71095.41,0
68340eb480d3588bea3143a2,15593601,Isayev,734,France,Male,34,6,133598.4,1,1,1,13107.24,0
68340eb480d3588bea3143a4,15746902,Belstead,793,Spain,Male,38,9,0,2,1,0,88225.02,0
68340eb480d3588bea3143a6,15781307,Schneider,779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0
68340eb480d3588bea3143a8,15745417,Knipe,707,France,Male,58,6,89685.92,1,0,1,126471.13,0
68340eb480d3588bea3143a9,15671256,Macartney,850,France,Female,35,1,211774.31,1,1,0,188574.12,1
68340eb480d3588bea3143aa,15653547,Madukwe,850,France,Male,56,7,131317.48,1,1,1,119175.45,0
68340eb480d3588bea3143ae,15786063,Chin,776,France,Female,31,2,0,2,1,1,112349.51,0
68340eb480d3588bea3143af,15600258,Chesnokova,701,France,Male,43,2,0,2,1,1,165303.79,0
68340eb480d3588bea3143b4,15749851,Brookes,702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0
68340eb480d3588bea3143b5,15663478,Baldwin,729,France,Male,32,6,93694.42,1,1,1,79919.13,0
68340eb480d3588bea3143bc,15762729,Ukaegbunam,745,Germany,Female,28,1,111071.36,1,1,0,73275.96,1
68340eb480d3588bea3143bd,15667896,De Luca,833,France,Male,37,8,151226.18,2,1,1,136129.49,0
68340eb480d3588bea3143c0,15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1
68340eb480d3588bea3143c2,15615457,Burns,842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0
68340eb480d3588bea3143c6,15600651,Ijendu,749,France,Male,24,1,0,3,1,1,47911.03,0
68340eb480d3588bea3143c7,15750141,Reichard,721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0
68340eb480d3588bea3143cf,15717046,Wentworth-Shields,741,Spain,Male,53,3,0,2,1,1,38913.68,0
68340eb480d3588bea3143d0,15571816,Ritchie,850,Spain,Female,70,5,0,1,1,1,705.18,0
68340eb480d3588bea3143d9,15795564,Moretti,737,Germany,Male,31,5,121192.22,2,1,1,74890.58,0
68340eb480d3588bea3143da,15706647,Jordan,761,France,Male,31,7,0,3,1,1,166698.18,0
68340eb480d3588bea3143dd,15622003,Carslaw,745,France,Male,35,9,92566.53,2,1,0,161519.77,0
68340eb480d3588bea3143df,15644753,Hung,848,Spain,Male,40,3,110929.96,1,1,1,30876.84,0
68340eb480d3588bea3143e2,15633922,Gray,755,France,Male,30,4,123217.66,2,0,1,144183.1,0
68340eb480d3588bea3143e4,15658032,Hopkins,701,France,Male,39,2,0,2,1,1,82526.92,0
68340eb480d3588bea3143e5,15692671,Dobson,701,Spain,Male,36,8,0,2,1,0,169161.46,0
68340eb480d3588bea3143ea,15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,0,0,179614.8,1
68340eb480d3588bea3143ec,15680998,Nwankwo,725,France,Male,44,5,0,1,1,1,117356.14,0
68340eb480d3588bea3143ef,15788291,Okwuadigbo,713,Germany,Female,38,7,144606.22,1,1,1,56594.36,1
68340eb480d3588bea3143f3,15603925,Greco,779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0
68340eb480d3588bea3143fa,15645569,Mai,762,Spain,Female,26,7,123709.46,2,1,1,169654.57,0
68340eb480d3588bea3143fd,15609286,Chadwick,702,France,Male,37,10,150525.8,1,1,1,94728.49,0
68340eb480d3588bea314408,15745295,Gether,727,Spain,Female,31,0,0,1,1,0,121751.04,1
68340eb480d3588bea314409,15719352,Davidson,754,Spain,Male,39,6,170184.99,2,1,0,89593.26,0
68340eb480d3588bea314412,15604119,Alderete,850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0
68340eb480d3588bea314414,15605447,Palermo,752,France,Male,49,2,78653.84,1,1,0,7698.6,0
68340eb480d3588bea314416,15692463,Rahman,799,Spain,Female,28,3,142253.65,1,1,0,45042.56,0
68340eb480d3588bea314419,15718673,Mirams,839,Spain,Female,33,10,75592.43,1,1,0,62674.42,0
68340eb480d3588bea31441b,15738181,Douglas,850,France,Male,31,6,67996.23,2,0,0,50129.87,1
68340eb480d3588bea31441f,15588350,McIntyre,744,France,Female,43,10,147832.15,1,0,1,24234.11,0
68340eb480d3588bea314420,15798398,Pagnotto,785,France,Female,36,4,135438.4,1,0,0,190627.01,0
68340eb480d3588bea314421,15784844,K'ung,752,Spain,Male,48,5,116060.08,1,1,0,156618.38,1
68340eb480d3588bea314422,15580684,Feng,706,France,Female,29,5,112564.62,1,1,0,42334.38,0
68340eb480d3588bea314425,15698786,Marcelo,819,France,Female,39,9,133102.92,1,1,0,27046.46,1
68340eb480d3588bea314427,15730830,Dale,752,France,Female,30,3,0,2,1,1,104991.28,0
68340eb480d3588bea31442c,15813850,Christian,720,France,Male,52,7,0,1,1,1,14781.12,0
68340eb480d3588bea31442f,15751710,Ginikanwa,729,Spain,Male,31,8,164870.81,2,1,1,9567.39,0
68340eb480d3588bea314434,15603065,Grubb,751,France,Female,30,6,0,2,1,0,15766.1,0
68340eb480d3588bea314446,15715142,Repina,739,Germany,Male,45,7,102703.62,1,0,1,147802.94,1
68340eb480d3588bea314447,15810978,Pugliesi,788,Spain,Female,70,1,0,2,1,1,41610.62,0
68340eb480d3588bea31444c,15786905,Russo,749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0
68340eb480d3588bea31444f,15801277,Maccallum,715,France,Female,31,2,112212.14,2,1,1,181600.72,0
68340eb480d3588bea314450,15579334,Watkins,769,Germany,Female,45,5,126674.81,1,1,0,124118.71,1
68340eb480d3588bea314453,15589493,Otitodilinna,716,Germany,Male,27,1,122552.34,2,1,0,67611.36,0
68340eb480d3588bea314454,15688251,Mamelu,767,France,Male,43,1,76408.85,2,1,0,77837.63,0
68340eb480d3588bea314455,15665238,Beneventi,745,Germany,Male,36,8,145071.24,1,0,0,6078.46,0
68340eb480d3588bea314457,15681068,Chinagorom,796,France,Female,45,2,109730.22,1,1,1,123882.73,0
68340eb480d3588bea31445b,15669516,Steele,746,Spain,Male,36,2,0,2,1,1,16436.56,0
68340eb480d3588bea31445c,15736534,Elkins,742,Germany,Male,33,0,181656.51,1,1,1,107667.91,0
68340eb480d3588bea31445d,15803457,Hao,750,France,Female,32,5,0,2,1,0,95611.47,0
68340eb480d3588bea314462,15580148,Welch,750,Germany,Male,40,5,168286.81,3,1,0,20451.99,1
68340eb480d3588bea31446c,15578977,Robinson,786,France,Male,34,9,0,2,1,0,144517.19,0
68340eb480d3588bea31446e,15804072,Chen,701,Spain,Female,42,5,0,2,0,0,24210.56,0
68340eb480d3588bea314474,15571973,Chinwemma,776,France,Female,38,2,169824.46,1,1,0,169291.7,0
68340eb480d3588bea314476,15672692,Yin,787,France,Female,42,10,145988.65,2,1,1,79510.37,0
68340eb480d3588bea314478,15767432,Ts'ai,711,France,Female,25,7,0,3,1,1,9679.28,0
68340eb480d3588bea31447c,15790757,Cody,769,France,Female,25,10,0,2,0,0,187925.75,0
68340eb480d3588bea31447e,15744607,Martin,738,Germany,Male,43,9,121152.05,2,1,0,64166.7,1
68340eb480d3588bea314481,15794278,Romani,816,Spain,Male,67,6,151858.98,1,1,1,72814.31,0
68340eb480d3588bea314483,15661036,Davis,725,France,Male,46,6,0,2,1,0,161767.38,0
68340eb480d3588bea31448b,15787619,Hsieh,844,France,Male,18,2,160980.03,1,0,0,145936.28,0
68340eb480d3588bea31448d,15813034,Martin,727,Spain,Male,38,2,62276.99,1,1,1,59280.79,0
68340eb480d3588bea314490,15634245,Muecke,758,Germany,Female,47,9,95523.16,1,1,0,73294.48,0
68340eb480d3588bea314492,15661526,Anderson,815,Germany,Male,37,2,110777.26,2,1,0,2383.59,0
68340eb480d3588bea314493,15685997,Azubuike,838,Spain,Female,39,5,166733.92,2,1,0,14279.44,0
68340eb480d3588bea314494,15660101,Nnonso,803,France,Male,31,9,157120.86,2,1,0,141300.53,0
68340eb480d3588bea314496,15815364,Ashley,736,Spain,Female,28,2,0,2,1,1,117431.1,0
68340eb480d3588bea31449c,15622750,Chu,742,Germany,Female,21,1,114292.48,1,1,0,31520.4,0
68340eb480d3588bea31449d,15672056,Kenenna,710,Germany,Male,43,2,140080.32,3,1,1,157908.19,1
68340eb480d3588bea31449e,15812351,Beluchi,710,Spain,Female,27,2,135277.96,1,1,0,142200.15,0
68340eb480d3588bea3144a0,15677921,Bobrov,720,Germany,Male,60,9,115920.62,2,0,0,157552.08,1
68340eb480d3588bea3144a3,15584091,Pitts,742,Germany,Female,36,2,129748.54,2,0,0,47271.61,1
68340eb480d3588bea3144a4,15640442,Standish,717,France,Male,31,4,129722.57,1,0,0,41176.6,0
68340eb480d3588bea3144a6,15685320,Johnstone,767,France,Male,36,3,139180.2,1,0,0,123880.19,0
68340eb480d3588bea3144ab,15797227,Otutodilinna,754,France,Male,28,8,0,2,1,1,52615.62,0
68340eb480d3588bea3144ae,15585595,Owens,774,France,Female,28,1,71264.02,2,0,1,68759.57,0
68340eb480d3588bea3144b1,15571221,Bergamaschi,747,Germany,Male,58,7,116313.57,1,1,1,190696.35,1
68340eb480d3588bea3144b2,15660155,Lorenzo,792,Spain,Male,36,5,92140.15,1,0,1,67468.67,0
68340eb480d3588bea3144b4,15694366,Hou,714,Germany,Male,42,2,177640.09,1,0,1,47166.55,0
68340eb480d3588bea3144b6,15653253,Pagnotto,704,Spain,Male,48,8,167997.6,1,1,1,173498.45,0
68340eb480d3588bea3144b9,15707473,Summers,850,Germany,Female,48,6,111962.99,1,1,0,111755.8,0
68340eb480d3588bea3144ba,15769504,Munro,743,Germany,Female,34,1,131736.88,1,1,1,108543.21,0
68340eb480d3588bea3144bc,15686870,Ball,761,Germany,Male,36,8,108239.11,2,0,0,99444.02,0
68340eb480d3588bea3144bd,15668747,Virgo,702,France,Female,46,9,98444.19,1,0,1,109563.28,0
68340eb480d3588bea3144c5,15640280,Cameron,850,France,Male,39,4,127771.35,2,0,1,151738.54,0
